plate,figure,printed_name,printed_latin,scientific,common,ebird_code,taxonomy,wikidata,gbif,avibase,birdnet_label,form,confidence,caption_checked,reason,sources
433,,Iceland Gull,Larus Islandicus,Larus glaucoides,Iceland Gull,y00478,eBird/Clements 2025,Q174232,2481156,FB4FCB27,Larus glaucoides_Iceland Gull,,high,yes,Iceland Gull,General List (vol. I); engraved caption on the leaf; crosswalk
434,,Herring Gull,Larus argentatus,Larus argentatus,European Herring Gull,euhgul1,eBird/Clements 2025,,,,Larus argentatus_Herring Gull,,high,yes,"Herring Gull (European; American Herring Gull split in some lists, BirdNET keeps one); eBird splits Herring Gull; the binomial stays with European Herring Gull",General List (vol. I); engraved caption on the leaf; crosswalk
435,,Kittiwake Gull,Larus Rissa,Rissa tridactyla,Black-legged Kittiwake,bklkit,eBird/Clements 2025,Q26612,2481205,FB4D08F0837D4683,Rissa tridactyla_Black-legged Kittiwake,,high,yes,Kittiwake,General List (vol. I); engraved caption on the leaf; crosswalk
436,,Ivory Gull,Larus eburneus,,,,,,,,,,high,no,"Larus eburneus = Pagophila eburnea, which is not a BirdNET V2.4 label; blank",General List (vol. I); crosswalk
437,,Common Gull,Larus canus,Larus canus,Common Gull,mewgul,eBird/Clements 2025,Q26427,7982160,00DA9D9151189271,Larus canus_Common Gull,,high,yes,Larus canus Linn. = Larus canus (Common Gull); same species,General List (vol. I); engraved caption on the leaf; crosswalk
438,,Audouin's Gull,Larus Audouinii,Ichthyaetus audouinii,Audouin's Gull,audgul1,eBird/Clements 2025,Q519583,7406504,F7B9355E42C3F987,Ichthyaetus audouinii_Audouin's Gull,,high,yes,Larus Audouinii Temm. = Ichthyaetus audouinii (Audouin's Gull); same species,General List (vol. I); engraved caption on the leaf; crosswalk
439,,Skua,Lestris catarractes,Stercorarius skua,Great Skua,gresku1,eBird/Clements 2025,Q207760,2481618,BB041C6E5DB73FC7,Stercorarius skua_Great Skua,,high,yes,Skua = Great Skua,General List (vol. I); engraved caption on the leaf; crosswalk
440,,Pomarine Gull,Lestris Pomarinus,Stercorarius pomarinus,Pomarine Jaeger,pomjae,eBird/Clements 2025,Q212767,2481609,7CB8F5B711DE64D0,Stercorarius pomarinus_Pomarine Jaeger,,high,yes,Lestris Pomarinus Temm. = Stercorarius pomarinus (Pomarine Jaeger); same species,General List (vol. I); engraved caption on the leaf; crosswalk
441,,Richardson's Lestris,Lestris Richardsonii,Stercorarius parasiticus,Parasitic Jaeger,parjae,eBird/Clements 2025,Q203053,2481621,39086887E9EAFEB3,Stercorarius parasiticus_Parasitic Jaeger,,high,yes,Richardson's Skua = Arctic Skua (Parasitic Jaeger),General List (vol. I); engraved caption on the leaf; crosswalk
442,,Parasitic Gull,Lestris Parasiticus,Stercorarius longicaudus,Long-tailed Jaeger,lotjae,eBird/Clements 2025,Q216921,2481613,1D4464402EC9FD21,Stercorarius longicaudus_Long-tailed Jaeger,,judged,yes,"Temminck/Illiger's Lestris parasiticus was the Long-tailed Skua; Gould's Arctic Skua is 'Richardson's' (plate 441). Trap: modern S. parasiticus is the Arctic Skua. Confirm the long central tail feathers on the plate | Decided 25 Sep 2026 on the review page, checked against Dresser and the KU catalogue (see gould_europe.yaml).",General List (vol. I); engraved caption on the leaf; crosswalk
443,,Manks Shearwater,Puffinus Anglorum,Puffinus puffinus,Manx Shearwater,manshe,eBird/Clements 2025,Q208405,5229380,5AEDC00231A5201C,Puffinus puffinus_Manx Shearwater,,high,yes,"Puffinus Anglorum Ray. = Puffinus puffinus (Manx Shearwater); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
444,,Dusky Shearwater,Puffinus obscurus,,,,,,,,,,low,no,"Puffinus obscurus of Gould's day covered the small dusky shearwaters (Barolo's P. baroli / Audubon's P. lherminieri), neither a BirdNET label. Blank",General List (vol. I); crosswalk
445,,Cinereous Shearwater,Puffinus cinereus,,,,,,,,,,low,no,"'Cinereous Shearwater' was used for both Cory's (Calonectris) and the Great Shearwater (Ardenna gravis, absent from BirdNET); cannot tell which. Blank",General List (vol. I); crosswalk
446,,Fulmar Petrel,Procellaria glacialis,Fulmarus glacialis,Northern Fulmar,norful,eBird/Clements 2025,Q26896,2481433,049D9AEA4AFBFDFA,Fulmarus glacialis_Northern Fulmar,,high,yes,Procellaria glacialis Linn. = Fulmarus glacialis (Northern Fulmar); same species,General List (vol. I); engraved caption on the leaf; crosswalk
447,1. Fork-tailed Storm Petrel.,Fork-tailed Storm Petrel,Thalassidroma Leachii,Hydrobates leucorhous,Leach's Storm-Petrel,lcspet,eBird/Clements 2025,Q211986,2482012,05E98392444BE5C7,Hydrobates leucorhous_Leach's Storm-Petrel,,high,yes,Leach's Storm Petrel,General List (vol. I); engraved caption on the leaf; crosswalk
448,2. Common Storm Petrel.,Common Storm Petrel,Thalassidroma pelagica,Hydrobates pelagicus,European Storm-Petrel,bripet,eBird/Clements 2025,Q27461,4408455,E1638A370D09095C,Hydrobates pelagicus_European Storm-Petrel,,high,yes,"Thalassidroma pelagica Selby. = Hydrobates pelagicus (European Storm-Petrel); same species, older binomial",General List (vol. I); engraved caption on the leaf; crosswalk
449,,Bulwer's Petrel,Thalassidroma ? Bulwerii,Bulweria bulwerii,Bulwer's Petrel,bulpet,eBird/Clements 2025,Q129413,2481606,058773E4925D5D2E,Bulweria bulwerii_Bulwer's Petrel,,high,yes,Thalassidroma ? Bulwerii = Bulweria bulwerii (Bulwer's Petrel); same species,General List (vol. I); engraved caption on the leaf; crosswalk
